q_source_id,m_source_id,tag
spotify_apidsr__6B06dfShD5N68uKQ81m2OJ,crawler_fuga__0709388073674_1_82_UKAZM2200184,invalid
apple__1486153968,apple__1472108391,invalid
crawler_wiseband__3701478131896_1_4_FRDCX2125460,spotify_apidsr__3soERxV5m45FpvtnHAg4An,invalid
youtube_dsr__A447139255156521,spotify_apidsr__50hFCYhGRzwIWUr3GGUG1L,invalid
apple__1470034650,crawler_emidigitalcontent__00602435420172_FRUM72001523_R5,invalid
crawler_universaldigitalcontent__00602557414387_1_19_GBUM71604557,tedald_spotify__3BqBpp5XLoKojzXf0hkXBu,invalid
crawler_universaldigitalcontent__00602557353747_1_2_GBUM71606604,spotify_apidsr__7Ar1HVzDuoc6W3Mianbo5J,invalid
crawler_247__886445826555_GBUM71604557,spotify_apidsr__21PbiNB8jTf21Vcs0KOsKC,invalid
spotify_apidsr__3cFsmM51N5zMAuu1nNY4Tw,spotify_apidsr__1gj9TeBFwQljgHDN3Amf6r,valid
crawler_emidigitalcontent__00600753778616_GBUM71604557_R8,spotify_apidsr__7BqqOFcb0EOdd4yROt7zmg,valid
spotify_apidsr__1xqAlDWFXwoyWgR6VYTB5d,spotify_apidsr__2hkA4IVltfgJtFGFGtVSKT,valid
crawler_sonydigitalcontent__A10328E00082489813,apple__1440751539,valid
crawler_sonydigitalcontent__A10328E0008337582H,itunes_dsr__1194801941,invalid
youtube_dsr__A705389419805761,spotify_apidsr__6w3xpZmnIlE2na5WfwZmLS,valid
crawler_warnerdigitalcontent__884463919037_1_14_DEUE21726743,crawler_ems__4251234332856_1_11_DEUE21726740,valid
spotify_apidsr__77nfEfmQAOHhHpyPYFG1TF,tedald_spotify__1xySCCP2zuNtTzyqlJUwKI,valid
spotify_apidsr__0Sypf70jQ5fyLr63sJbJ21,spotify_apidsr__5IvMbqUqgVngptGZu0xdvZ,valid
crawler_247__191018739652_US8K20130715,crawler_247__3614974327802_GBYUE1700147,invalid
crawler_believe__18697997,crawler_warnerdigitalcontent__884463919037_1_11_DEUE21726740,invalid
crawler_sonydigitalcontent__A10328E00085846972,spotify_apidsr__1IRGh9PD8S1pIvfZ5i632q,invalid
tedald_spotify__11DhC25VlQI08TclT217xa,crawler_247__00600753760727_GBUM71604557,valid
crawler_247__5060390481389_GBRBE0792333,apple__1218405850,invalid
spotify_apidsr__3NeJCZdLYkHPuhe58ixwwz,spotify_apidsr__2zCKDlIvVNpSW2YApEkLfe,invalid
crawler_new247__ITC091700092,spotify_apidsr__0MWOBYGxoEwZufPRmoQMGr,invalid
spotify_apidsr__1y39dD4uNS3ozRqV0vuP3S,spotify_apidsr__4xZqRKbPCcBr0pJfrrGsAC,valid
youtube_dsr__A161846827232650,youtube_dsr__A517064083807874,valid
spotify_apidsr__42WwtFZzZGTimVOkw6PnWg,apple__1523853948,valid
youtube_dsr__A753669614909908,youtube_dsr__A568853734316982,valid
youtube_dsr__A816104669420682,youtube_dsr__A911813369548242,valid
spotify_apidsr__3XYHOGLVg2R4ImjVkzlt2E,apple__1476324900,valid
crawler_kontor__4260570925677_DEZ521900375,spotify_apidsr__48E5H4CVEXo0SfTJJQ7mwl,valid
crawler_believe__33796251,apple__1508144233,invalid
spotify_apidsr__2eQRE8TZytMEFubJWbKJ5e,youtube_dsr__A652994594997985,invalid
spotify_apidsr__3kLmetsSazLepakCJ6lEVb,spotify_apidsr__3h0f9iBY23PINTCLUO1q35,invalid
crawler_emidigitalcontent__00888072418066_USAB02001281_R4,crawler_kontor__848033086512_QMVRR1901175,invalid
spotify_apidsr__3kakW35jXohkHHvHM0Mgx1,crawler_emidigitalcontent__00888072269989_USAB02101650_R1,invalid
crawler_believe__33594216,youtube_dsr__A449890685868849,invalid
spotify_apidsr__2XA4sIAvXEk6J7HqnccuXW,apple__1502225302,invalid
spotify_apidsr__144miO7WIhfJXBvzycbINq,spotify_apidsr__08vWXb308YkN01tQI7dqqe,invalid
spotify_apidsr__5BvvnrJ8Lrz7hpVG4mo1xM,apple__1500450573,invalid
apple__1508046615,spotify_apidsr__5zs4NyPBswPwS420aSnX1j,invalid
crawler_kontor__848033091134_QMVRR1901175,crawler_epmmusic_ftp__5425020000260_1_2_AUXL31900428,invalid
crawler_warnerdigitalcontent__190295271046_1_17_QZES71982312,spotify_apidsr__00vgDs9HkBJMK2qrWOoM5t,invalid
apple__1502484265,spotify_apidsr__3d8EDA6NdnRvxdH59ll04b,valid
apple__1507298221,youtube_dsr__A197046897450146,invalid
crawler_warnerdigitalcontent__190295209827_1_13_QZES71982312,spotify_apidsr__6VB2Lm4Jr2zm9aMqZLVTAT,invalid
spotify_apidsr__5p65Beef6fEPvcNLwp2Y4X,spotify_apidsr__1ZCAizXn8twoCdv2CJFefN,invalid
spotify_apidsr__3UZn71N9LOOFMfIGg54w8O,crawler_warnerdigitalcontent__190296375873_1_5_QZES71982312,invalid
youtube_dsr__A915081863179955,crawler_ems__4260312215059_1_1_DEQM62203696,invalid
youtube_dsr__A978991740570328,spotify_apidsr__4JxF4ONNK6wDkqtgJmuPBF,invalid
youtube_dsr__A709975207289614,youtube_dsr__A738456351656081,valid
amazon_dsr__B07JM69H1H,spotify_apidsr__1QQ1Dx8dcLgWvUaY5fk84y,valid
itunes_dsr__1440142288,amazon_dsr__B07JL8VWCW,valid
youtube_dsr__A864229266932629,spotify_apidsr__2BgagqJWYfrKPhz3f5V0Sw,valid
apple__1440142288,crawler_aeigroup_ftp__5055199524948_1_1_GB2LD1800824,valid
spotify_apidsr__77YAdWlKtxYN9MZupBAaBC,crawler_recochoku_ftp__1011049198,invalid
apple__1238216799,crawler_theorchard__192562546727_1_13_QM4TX1810972,invalid
spotify_apidsr__0wy3k0KT0Peb5M75qC8AAI,spotify_apidsr__5puN2sIa0Sx7KNQ7nLdgX6,invalid
crawler_new247__GBRBE0792377,youtube_dsr__A750730504065251,invalid
crawler_new247__DEUE21726809,spotify_apidsr__59KBLaFD6U4m4mqTvXDrHB,invalid
spotify_apidsr__6bbDmuFg9jyLpn5joxVQWX,crawler_new247__DEUE21726705,invalid
spotify_apidsr__15fcLfcKh35h6vUPOZtmnR,spotify_apidsr__5qSmVGPp6Xm06bCUr7kKDy,invalid
spotify__0bC5KgzRcyqxpqRmSFu8WK,spotify_apidsr__4ysE3qWn25kO1fKSaJxnSr,invalid
apple__1525275110,spotify_apidsr__6wMSVRGPLr6cHfvsIWLPlt,invalid
spotify_apidsr__4sDaCPOZIoHazlIMO2oc0I,spotify__1M4pvPg26JT5E6LCCOpqBA,invalid
crawler_247__191515292575_USQY51726977,spotify_apidsr__4tZyR5iRXqJizjQXQHHc9i,invalid
spotify_apidsr__5BafcSgTTTVozxmdHMAstk,apple__1213498198,invalid
apple__1207406273,crawler_recochoku_ftp__1010960167,invalid
crawler_believe__40278809,spotify_apidsr__2vpFE29oAHxVtPqegOKiBv,invalid
crawler_recochoku_ftp__1017739871,crawler_new247__BRITK1800813,invalid
youtube_dsr__A552940953419024,spotify__2GEZVwCO3vT2iE1guJLCtZ,invalid
crawler_believe__27215059,apple__1543362445,invalid
spotify_apidsr__3FoTBejZGFj44SOxuSvLWL,crawler_kontor__4260111184921_DEMF32100030,invalid
spotify_apidsr__5rLOaVeNezm8FE1WXlQS4y,apple__1417829411,invalid
youtube_dsr__A558146873279471,crawler_recochoku_ftp__1016892278,invalid
spotify_apidsr__3R97pYbsLRl2O4O9w2zzVC,apple__1503185841,valid
youtube_dsr__A435714272526271,spotify_apidsr__7nGFwNl0OJVlDFvFW2VXNr,valid
spotify__7nGFwNl0OJVlDFvFW2VXNr,spotify_apidsr__1oACG26rFg4XwAkW5oGGUa,valid
apple__1464915954,youtube_dsr__A364117143002513,valid
apple__929825622,youtube_dsr__A151028772203177,valid
crawler_247__4056769000658_DEE601500209,spotify_apidsr__0rpBG0fjskM5hzPxhEyRjj,invalid
crawler_acinpro__26fc2489b66b18e2e42ee85719fe675b,crawler_247__4056769000672_DEE601500210,invalid
crawler_recochoku_ftp__1003969010,apple__1057999698,invalid
crawler_247__886445590050_USSM11508311,crawler_muyap__u1EVWYPZubw47YOsq2O8mA==,valid
spotify_apidsr__6ucGVsWcRokufBqaWfeQx6,crawler_new247__USSM11508311,invalid
crawler_muyap__U1jelQlfcPSwP5FHDTYDWg==,crawler_247__0841811109861_QMVRR1502111,invalid
spotify__3vULNYtiHLn6TDOU7KyNQN,crawler_247__4056769000658_DEE601500210,invalid
apple__1058093905,apple__1058093913,valid
crawler_yle__60476841b7cc3b0168528241,crawler_kobalt__WRC2423053,valid
crawler_247__0841811109809_QMVRR1502111,youtube_dsr__A307798676306020,invalid
itunes_dsr__1058093905,spotify_apidsr__25HJVBmryiwBgP5X5cCNgy,valid
crawler_kontor__4056769000672_DEE601500210,youtube_dsr__A309502078445182,invalid
tedald_spotify__0k5hoseEJnCAbpRh38dNoI,spotify_apidsr__3cyQ3mxTzbwu0e9EVcYDSB,valid
spotify_apidsr__3vULNYtiHLn6TDOU7KyNQN,itunes_dsr__929825622,valid
crawler_kontor__848033046516_QMVRR1502111,spotify_apidsr__4yuNEqbLMdk3KokackO8n5,invalid
youtube_dsr__A971258706096230,crawler_247__0841811109847_QMVRR1502111,invalid
apple__929826929,amazon_dsr__B073QW426M,valid
spotify_apidsr__0XFLzCszzOXuXt6IKXoghs,apple__1201622295,invalid
crawler_247__848033046516_QMVRR1502111,crawler_gdeasia__1753842,invalid
youtube_dsr__A356427337651675,spotify_apidsr__3SjdPKe22s1Cj9AGejhBQP,invalid
spotify_apidsr__3jpS3qirgOS2aH9iUJnbox,spotify_apidsr__5lKtzyY3aEOnJ99koDtp3E,invalid
spotify_apidsr__6pQFuRZz8aF84pYZpN3pXs,spotify_apidsr__6OifIN7dXXms1blqE0Gssc,invalid
crawler_cdbaby__TR0008490503,apple__1533515208,valid
spotify_apidsr__52krOz7TnxhY8NZT3XWo2Z,spotify_apidsr__7M2UQ3QKUAUxaMfeS4f700,invalid
spotify_apidsr__29oP7YOFTaJ6z1A4NTkUSK,spotify_apidsr__71gWWXXHFleA3QmywCRxD2,invalid
youtube_dsr__A323800508620822,spotify_apidsr__6RkQjRcyjQW4bgMfg3yv5w,valid
crawler_believe__37079692,spotify_apidsr__0R7IODCiT30zJZ8ZHDXpNt,invalid
spotify_apidsr__1b3ih3S9XItrNsy69StxkD,spotify_apidsr__2dEzjRrSTItwt85Yvi2mDF,invalid
spotify_apidsr__0T0dtKxuioR0YeregxKGWF,apple__1319820501,valid
spotify_apidsr__4fsWsnvZeXGqytQWgntG2k,spotify_apidsr__4AgJNDyT6Hy4jL91YD4Nen,invalid
crawler_emidigitalcontent__00191222006328_KRA402100098_R1,youtube_dsr__A996723834862846,invalid
crawler_symphonic_ftp__195729497016_1_8_USLZJ2201190,spotify_apidsr__3r47VS4ykd37CFCFwR3kKg,invalid
spotify_apidsr__1gHH2DEJqPOxOGVPEBrzCR,crawler_believe__42469178,invalid
spotify_apidsr__5ed6jftj5NPniPQcQIdjbh,crawler_ritmonet__b4e43b14-1271-11ec-9ab5-002590868410,invalid
spotify_apidsr__5rjHAolJ5hSlbxtCwIMlQ3,spotify_apidsr__4EG2O65ttiQxZbrCO3UUUo,invalid
crawler_recochoku_ftp__1018457162,spotify_apidsr__3nFhEXD5FA2E0DPFd8N6IV,invalid
youtube_dsr__A726402837859569,crawler_believe__42350599,invalid
spotify_apidsr__16FAaXdqtBeUGg6lARhiiR,crawler_theorchard__196925667371_1_1_QMBZ92283595,invalid
spotify_apidsr__7uQZVznj0uQOGC9KhV2Mg6,spotify_apidsr__6fFRIsDjq4ArKNLhb1lAlB,invalid
crawler_kontor__4066218083972_GBRBE0800682,spotify_apidsr__7Iq7bO1p6lbDYJrF6EOY5M,invalid
spotify_apidsr__77XtXO2ZesQY69YdA8ApsM,amazon_dsr__B09FPQRQKS,invalid
crawler_believe__44275822,youtube_dsr__A175729204410578,invalid
spotify_apidsr__3ZzgLBOLWgJnQpDAo8Xq67,spotify_apidsr__6tNqsugvAao5JHp3xHXzQH,invalid
spotify_apidsr__2KZ3sNqPogEyMUUH6A5HFy,youtube_dsr__A250504322919761,valid
spotify_apidsr__0ufIPYV2pmRFnY0qMZ6Ye9,spotify_apidsr__56GCFc5X1qzeXAyTxyB6zB,invalid
spotify_apidsr__10BfqdiV5PhV1UYsMEyou1,itunes_dsr__1584836387,valid
youtube_dsr__A535285219228218,crawler_kontor__4066218083972_GBRBE0800683,invalid
youtube_dsr__A883302290379226,spotify_apidsr__72OJleKJ3IKD1X4zAXZdhD,invalid
youtube_dsr__A314683675061583,youtube_dsr__A772406148906134,invalid
crawler_believe__42343272,spotify_apidsr__5iUqrRBaaJb06XNWyu2y9H,invalid
crawler_cdbaby__TR0009915641,crawler_warnerdigitalcontent__190295318789_1_19_ITV951900034,invalid
scf__5959036_0,youtube_dsr__A122297638240714,invalid
spotify_apidsr__223piDeMOrxDGThZGL3axI,spotify_apidsr__7MziPSmLd1HlwLUXbkT5Gj,invalid
apple__1472506307,crawler_warnerdigitalcontent__190295366681_1_5_ITV951900009,valid
crawler_ems__4066004047485_1_1_DEZZ52144823,spotify_apidsr__1ZpJxEtDosmTlR7smB6ZDF,invalid
apple__1451297235,crawler_warnerdigitalcontent__190295270667_1_3_ITV951900009,invalid
scpp__40051535363,spotify_apidsr__1ef0wGdeBEy5YtNPC7WuPU,invalid
spotify_apidsr__2K4xQrzYKngzgxAh35YcU8,spotify_apidsr__5OZexz30SKa6MDX6gxS7PZ,invalid
spotify_apidsr__2zgrHQ0ICtrtR7i9digPWP,crawler_prosieben_commercial_s3__976F31C1-B3E8-41AC-8AA4-7F78BDD37C04,invalid
apple__1530362949,crawler_ems__4066004046723_1_9_DEXO32191550,invalid
spotify_apidsr__55sgBR6rRySVy1dnJ5X44r,spotify_apidsr__6lMPZ8HbvqaNjGEOwqg4An,invalid
apple__1488454481,crawler_sonydigitalcontent__A10328E00092059071,valid
crawler_kontor__4251603221095_ITV951900010,apple__1482427133,valid
apple__1473872666,apple__1458106509,valid
spotify_apidsr__5xgMBjxCP4m1PY5Sy3176j,crawler_warnerdigitalcontent__190295336721_1_9_ITV951900009,invalid
apple__1493796225,spotify_apidsr__26Op4NUaNESppsXGVSJtXL,invalid
crawler_warnerdigitalcontent__190295271046_1_25_ITV951900009,crawler_cdbaby__TR0011222448,invalid
apple__1504999215,crawler_warnerdigitalcontent__190295308131_1_4_ITV951900034,invalid
spotify_apidsr__0KQ1LhU7vGiXqn7eAw1nfl,crawler_warnerdigitalcontent__190295439248_1_1_ITV951900009,invalid
spotify_apidsr__3KbqxYtjpzcIsIcI2nVXbn,spotify_apidsr__76NVxRset4ayNZDTZEXhx3,valid
spotify__0wFiXaPg7IPgn1WUlqPGUc,crawler_fuga__8720766575179_1_12_CAM460600016,invalid
spotify_apidsr__41IuAhUBgIeNeMtzXtvk1z,crawler_wmg__075679426468_00004,valid
spotify_apidsr__7j6dnHAJ7hgVfZ1AF4elZJ,apple__1517413381,valid
crawler_warnerdigitalcontent__190295423971_1_4_USAT20505520,youtube_dsr__A997753374803608,valid
spotify_apidsr__7nS907LvRE5dGyjbNvKMrk,amazon_dsr__B073MRKM34,valid
crawler_247__848186000977_CAM460600016,amazon_dsr__B001F4CAR6,invalid
scpp__40026451363,spotify_apidsr__2AGiN5z9F0PjWMudpmbMNv,valid
crawler_247__698458113726_GBHVK0500124,crawler_cupula__7897454752844_1_12_BRSKS0600059,invalid
spotify_apidsr__1Q0oEMxE59xIkdQgmplwWL,spotify_apidsr__1GWtEWcK8KNdKsIahwLLVb,invalid
crawler_kontor__848033042983_CAM460600016,apple__1467772160,invalid
tedald_spotify__1HIDWPlF5iWwB9F1CbAkQd,crawler_warnerdigitalcontent__190295194840_1_14_USAT20505520,invalid
crawler_theorchard__888002297105_1_17_CAM460600016,crawler_prosieben_commercial_s3__58237EA1-4594-499B-A89C-04BDBF547CFC,invalid
crawler_247__825646127160_USAT20505520,apple__1488156141,valid
crawler_247__4184440093153_NLD910700913,youtube_dsr__A122546135755489,invalid
crawler_247__054645175920_USAT20505520,crawler_247__886788128477_USA370671913,invalid
spotify_apidsr__2HWFqtE2qlmVyfVPktejCG,crawler_247__075679354860_USAT20505520,valid
amazon_dsr__B0011Z95J0,spotify_apidsr__01dkdpzgMBzNWfoPFc9NG2,valid
crawler_fuga__8720766577210_1_7_CAM460600016,crawler_247__881226482821_CAM460600016,valid
crawler_247__075679354761_USAT20505520,spotify_apidsr__4HMdyUyH69p5nBUKJQWMnF,invalid
spotify_apidsr__1865x7rJM5ZETOpXGmaiPE,spotify_apidsr__0vL9Gwp3pBGNbFj25bwxNm,valid
crawler_warnerdigitalcontent__190295123161_1_4_IDA191301840,tedald_spotify__79h5lJlpdcSJqRnX6EiAkO,valid
spotify_apidsr__5RTc5qMzx0so5gyhiJeyPS,crawler_believe__41864752,valid
youtube_dsr__A737190263065926,crawler_selmi_ftp__0f4ee87c1b4a635088615d2ea97405e7,valid
spotify_apidsr__6vNkqQpKay47ROGDEcRG1u,crawler_believe__45688114,invalid
crawler_believe__42537326,crawler_believe__45948455,valid
spotify_apidsr__3smccn9Kd1DP1KOxuXnaQL,youtube_dsr__A122425292164746,invalid
spotify_apidsr__79h5lJlpdcSJqRnX6EiAkO,youtube_dsr__A424631192929363,valid
crawler_believe__42049336,spotify_apidsr__4SMvQkiDpscjPvnvVuZSVN,valid
spotify_apidsr__7hfXkv2xI66ermu0G502H8,apple__739713480,valid
spotify_apidsr__04P1uGnwq1XA0F6bXHUo08,youtube_dsr__A235271401694359,invalid
youtube_dsr__A469231733467961,spotify_apidsr__6EC8fCr81zRd5Wq15CEerE,invalid
spotify_apidsr__690K8oqekZ95WItZlv1wTq,spotify_apidsr__0RlgFsJopay3VxI3xQ0smG,invalid
spotify_apidsr__2L0kwEDfz4CKaeIJoNhEv8,spotify_apidsr__4yU3vFGHnjiJlOrgtfWuTP,valid
spotify_apidsr__4Abh3bWxaJyMiQMhrBYhiG,spotify_apidsr__6AGZ5JT9X6khMyr8ch4wZU,valid
spotify_apidsr__6PhhW8nbITTLb4ruet3yOD,youtube_dsr__A323172937034259,invalid
spotify_apidsr__5cOwXX1OK2xOnFtdgOzks4,spotify_apidsr__65qsRlbHC7zfuo9srS7bFe,valid
spotify_apidsr__7jvw3ndt4zaVGdnevji6av,spotify_apidsr__5c43Fw6eDg6LqjYoV0Tuys,invalid
spotify_apidsr__5OLtKHmdpRdFbXdDmKG40y,spotify_apidsr__3iVLcCuX5iVP7onpZYpoC9,valid
spotify_apidsr__2juEc6MMZSsa9Kdweji9Jm,spotify_apidsr__7AyARj7mlMRxl73dn6JXOP,invalid
crawler_cupula__8445490734332_1_2_QZPEW2273075,youtube_dsr__A378784427536639,invalid
spotify_apidsr__0JK8PPUfFjOJkH5ooRhdmv,crawler_kontor__4066218110852_GBRBE0801015,invalid
spotify_apidsr__2ejuGwxy3iWvAWvP1sx3yG,spotify_apidsr__2diD3e0SAz6OdLWEeG1nNR,valid
crawler_sonydigitalcontent__A10328E0010521631S,spotify_apidsr__33SbW8g15CxdxucIzMhstm,invalid
spotify_apidsr__5waTqblC9OiYx2rD20riNu,spotify_apidsr__0wnFfzFJgh7bViIrWSMF3z,valid
spotify_apidsr__4mQLH4YRalVDlRHdPWDRoV,spotify_apidsr__4oZUkczytXVz2ta56fAsPO,invalid
spotify_apidsr__6yJwGA1zzf2W307geVgGk8,spotify_apidsr__3fPZvfKPOpn6aLNhXCTUgY,invalid
crawler_warnerdigitalcontent__075679763426_1_1_USAT22107433,spotify_apidsr__3PtwGjChLjrsvfB6IiUqst,invalid
spotify_apidsr__2yYBZi8d49IOFxdXA19zca,crawler_cupula__8445490808385_1_1_QZPEW2252768,invalid
spotify_apidsr__0T4td15xswtna5MhYZOo7o,spotify_apidsr__5yt1LRUGXK3RHIA7m4iuhC,invalid
spotify_apidsr__3Fwd4HrmzxpkgqkcKAm3BG,spotify_apidsr__1ZBqLcP16jH5N3ZGR4JnC9,invalid
crawler_247__889845128977_GBPS81515223,crawler_247__888002095183_GBQRF1229877,invalid
spotify_apidsr__37jnImk6cfP5rpqUkClw02,crawler_247__889966410210_GBPS81515223,invalid
crawler_believe__12767550,apple__778341983,invalid
crawler_theorchard__889176879197_1_13_USQWA1240728,crawler_247__3103435_NLS240800329,invalid
crawler_247__889966206790_GBPS81515223,crawler_247__3610151383135_FR6V80128755,invalid
crawler_247__12451135,crawler_new247__USUM70735019,invalid
crawler_247__3610151506992_FR6V80128683,spotify__1PJCdXahHJ0PuF9BNfZ4dJ,invalid
crawler_247__39542602,crawler_247__100160531,invalid
crawler_247__105548377,crawler_247__00602498498453_USUM70735016,invalid
crawler_247__00602537196876_PHUM70900017,crawler_247__3661585210528_DEBL60946957,invalid
scpp__50037283332,apple__915181171,invalid
crawler_ingrooves__USK4W0708472882387381435,crawler_247__00600753030608_USUM70736771,invalid
crawler_247__889966363837_GBPS81515223,spotify_apidsr__0Q4e3ipsLIFyV4UAorf8GK,invalid
spotify_apidsr__6cvP5TlaZNHN5RMZRJWzWX,amazon_dsr__B073N8SSSW,invalid
crawler_theorchard__022537387089_1_8_USZUP1110495,spotify_apidsr__1WXqis6aig4cdzslLYRWCH,invalid
crawler_247__889845268116_GBPS81515223,crawler_247__29493286,invalid
crawler_recochoku_ftp__1017994906,crawler_247__888002340955_USV351331945,invalid
apple__255546893,youtube_dsr__A654720796408843,invalid
crawler_247__97685952,crawler_247__81577500,invalid
crawler_theorchard__887396720787_1_2_USA561401009,spotify_apidsr__6KT6MYfZEfkj8G02Ag3w8f,invalid
spotify_apidsr__0dCbusKDfFwuLWL7J8auMU,spotify_apidsr__7jTSB1OPSYd5aMomgvzYxs,invalid
itunes_dsr__1562062261,youtube_dsr__A300201588801918,invalid
youtube_dsr__A454961618062926,crawler_emidigitalcontent__00602438705863_USUG12104044_R1,invalid
crawler_yle__618d13e58b357d01b4425359,crawler_emidigitalcontent__00602445970872_USUG12102227_R71,valid
youtube_dsr__A889162573790378,spotify_apidsr__2Rm9X89TlPiFhNp1aXQX01,invalid
crawler_terrabytestudios_ftp__5060904722786_1_2_UKJKF2100656,spotify_apidsr__1LZwjVxGZOCwvbQKofH6Jb,invalid
spotify_apidsr__2UY5D7OBhbz74d5Hwnwp73,youtube_dsr__A472719062784265,invalid
spotify_apidsr__65d4H8hsqugY0IQ4uOmdlu,crawler_upfr_upload__vericast-upload:8741-66564-395398,invalid
spotify_apidsr__0nlJ4VQN6L4mRQLCNn1XpH,youtube_dsr__A677156555424413,invalid
spotify_apidsr__0IoMXBx56XC9TZtZwatJbz,itunes_dsr__1538707754,valid
crawler_believe__39907021,spotify_apidsr__5CyAw5MtVIlQBsYrhgojNh,invalid
spotify_apidsr__5k4PjaJUvlCeDLCMWw8noB,crawler_warnerdigitalcontent__190296409424_1_66_USUG12102228,invalid
spotify_apidsr__78hsDbzV8Dq8Gyz9N8byiv,spotify_apidsr__2noNOc04An1f5MjL4WR7oD,valid
spotify_apidsr__0ngoDx4Af2KgkJ1Om0fElx,spotify_apidsr__0z0EhHuSZybhzv1Fewrvdi,invalid
spotify_apidsr__3ej5IPDniwyWPHFJxmAg3R,spotify_apidsr__2Qb9SATDCoKBqd7VahMAse,invalid
youtube_dsr__A763357303700433,youtube_dsr__A248106071156423,valid
spotify_apidsr__4aDxL63Ihbhm340nxM3HyN,spotify_apidsr__6bSz21TjMPKLPTe9oEZ73W,invalid
crawler_emidigitalcontent__00602445970810_USUG12102227_R14,spotify_apidsr__4gqCRaqukbOEUhOrUeG0Nr,valid
spotify_apidsr__5hO73qjq2paj369RQJCTTd,spotify_apidsr__75Kaqz5g84Lm5H0rSG2PAu,invalid
spotify_apidsr__69xHb1uw6pht3oETHoTFIk,spotify_apidsr__7KsTa9u0uN389caOPD5ePC,valid
youtube_dsr__A296311251254142,youtube_dsr__A578113053373211,valid
spotify_apidsr__6flFIMu6vU4x3EclA0sJl6,apple__1451361478,invalid
spotify_apidsr__7AKvGHCslDxaawBOuilI7r,crawler_cdbaby__TR0006574811,invalid
spotify_apidsr__4hregA6pLgengA6BtQcERT,youtube_dsr__A330913009287694,invalid
spotify_apidsr__4jOJwygZ1M2ANR5ZlktMLK,spotify_apidsr__6qKfh4SBnerZU6jZWTs0Ek,invalid
apple__1441163554,spotify_apidsr__3s4Vi0NrBSGi0BclJ5xwKh,invalid
spotify_apidsr__7wl7iYuFJpG85TkcIAW7Dg,crawler_warnerdigitalcontent__093624896128_1_10_USUM71814888,invalid
youtube_dsr__A260684420899037,crawler_theorchard__887845050113_1_2_ARA821201686,invalid
apple__1469348767,spotify_apidsr__7Ef47MD3E6yQDB5yaEo23C,invalid
apple__1485010587,crawler_sonydigitalcontent__A10328E0006657022B,invalid
youtube_dsr__A543501763813830,crawler_emidigitalcontent__00888072136755_USAB01900993_R12,invalid
spotify_apidsr__0RiRZpuVRbi7oqRdSMwhQY,spotify_apidsr__4mzKfiNx60YWvw3NbxNftd,invalid
spotify_apidsr__1qbOV5ZWuzOC2HPvwoBjEy,crawler_recochoku_ftp__1013217527,invalid
spotify_apidsr__69HOso07RqmxBG5SWgJBBR,apple__1529902680,invalid
spotify_apidsr__4cHKA0CFJN61YzAjEjcEFK,apple__1444374802,invalid
apple__1513900263,apple__1446179086,invalid
spotify_apidsr__5cSFAHlpZcUGLFZwm0Jfpl,crawler_recochoku_ftp__1016244492,invalid
spotify_apidsr__7CUVtEMEEjklZeOf2OKOrD,youtube_dsr__A967192561156651,invalid
spotify_apidsr__5XVbivYIU9Q1mzLn4W4mmh,crawler_247__887845050113_ARA821201686,invalid
crawler_prosieben_commercial_s3__EA2518FF-BE35-4A2A-8CB1-E2FC20810595,spotify_apidsr__1sitq3sfIZ1qnmSANs7G2Z,invalid
crawler_recochoku_ftp__1012438902,apple__1459474174,invalid
spotify_apidsr__7cuf6KtbvWr8C4b6XnkzcI,spotify_apidsr__7sFFiTLZrmUj5KddQQzj4f,invalid
crawler_247__9340813111595_AUUS00607369,crawler_247__3610155992685_BET231320741,invalid
crawler_sonydigitalcontent__A10328E0007234535G,crawler_theorchard__4050486925676_1_24_DEHT41303531,invalid
crawler_new247__DEAF71458187,apple__1193829823,invalid
crawler_recochoku_ftp__34460850,spotify_apidsr__6x0nLCynJhCfQKgxll0TGd,invalid
crawler_theorchard__889845155096_1_20_GBPS81520231,spotify_apidsr__2zFsI40zP1fmox9oHzwU6Y,invalid
spotify_apidsr__3NjFoNYityWIBrABMoMObx,spotify_apidsr__33zDEbpxwDiXQTjWp6sZte,invalid
crawler_believe__6807908,scf__3140227_0,invalid
crawler_247__4260289712896_DEMA61400122,crawler_warnerdigitalcontent__884463604254_1_1_DEAF71458186,invalid
crawler_247__4250527449868_DEHB51266082,apple__862396283,invalid
apple__690541069,crawler_warnerdigitalcontent__884463694248_1_8_DEAF71649290,invalid
apple__1275309134,spotify_apidsr__7FON641Bw6KPDcJm3TxriQ,invalid
crawler_new247__USQY51457192,apple__1442902071,invalid
crawler_247__859712590008_TCABX1420272,crawler_247__3614592300294_FRX201568688,invalid
spotify_apidsr__0ibn5iOX5haqYGnWwFWyp7,crawler_sonydigitalcontent__A10328E0006884560Y,invalid
spotify_apidsr__21CiFyLzWbPOZQZxDUp1SS,spotify_apidsr__3UfXTe3b3Jtr1ADpdjJPIl,invalid
spotify_apidsr__3mzX3TFwAXMxhUkjcAqVrk,crawler_kontor__848033029090_QMVRR1302540,invalid
spotify_apidsr__6cKCIiW6dNXlcnOggAkiaq,crawler_kontor__4260373282656_DEY691500070,invalid
crawler_247__889845776130_ES03S1400884,tedald_spotify__3hdXVwbrCsb5cSZ5wtfCS3,invalid
crawler_new247__DEE601100333,crawler_247__3610157084227_BET231320741,invalid
